epoch,cosine_proximity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_cosine_proximity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,-1.0,0.02062243796034078,0.10399353555032007,33.420421938291334,0.02062243796034078,-1.0,0.042762356723042766,0.1776423666563898,65.21293327941548,0.042762356723042766
1,-1.0,0.009643968955299348,0.07214877420506509,20.79541351484423,0.009643968955299348,-1.0,0.04213255353223012,0.18170544893306825,71.52157005886535,0.04213255353223012
2,-0.9999999999970175,0.011447249654068152,0.07795945194391182,22.71405613278639,0.011447249654068152,-1.0,0.05922520678855671,0.2121880128060771,100.72368209775054,0.05922520678855671
3,-0.9999999995228049,0.03717913028085313,0.15489034403487387,50.946602692841466,0.03717913028085313,-1.0,0.05821107443155045,0.2097708397997247,92.63629875137138,0.05821107443155045
4,-0.999999999427366,0.0488048825124994,0.18851091561688463,63.682562924695965,0.0488048825124994,-0.9999999991888225,0.061772308870470076,0.22122681397983768,112.29635145186296,0.061772308870470076
5,-0.9999999992364879,0.04855425929744332,0.18844218078794733,63.46024372557983,0.04855425929744332,-1.0,0.06559971114500916,0.22772595716673624,120.07209303901593,0.06559971114500916
6,-0.9999999996659634,0.048001148907175537,0.18750487039737593,63.35140961701195,0.048001148907175537,-0.9999999958258159,0.05811410218121913,0.2109768462774265,95.55319428193796,0.05811410218121913
7,-0.9999999995705244,0.04786246207719569,0.18725203413023245,63.26386017540499,0.04786246207719569,-0.9999999998817033,0.062464438878409446,0.22249062672396844,113.90616731884326,0.062464438878409446
8,-0.999999999331927,0.0471754333459648,0.18636000824848473,63.086523356376844,0.0471754333459648,-1.0,0.0666162021080088,0.22935909347152927,121.81346595662492,0.0666162021080088
9,-0.999999999904561,0.046497341735842586,0.18526003065334729,62.65793099860296,0.046497341735842586,-1.0,0.062261685341690874,0.22095452731742987,114.82634078256463,0.062261685341690874
10,-0.999999999662981,0.04708655878383278,0.18621916965392044,62.95866872879574,0.04708655878383278,-1.0,0.06378477403469367,0.2247629921142934,116.66493658942409,0.06378477403469367
