epoch,cosine_proximity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_cosine_proximity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,-1.0,0.03948134008216238,0.1655953929324075,54.917025869835726,0.03948134008216238,-1.0,0.029690121086765855,0.15455657007557697,66.00168338794022,0.029690121086765855
1,-1.0,0.016094561616107467,0.09519452122351155,29.21648249393527,0.016094561616107467,-1.0,0.028469228446641057,0.14701317040910372,72.96485650062831,0.028469228446641057
2,-1.0,0.019120274172349738,0.10166762015477758,31.089325892868594,0.019120274172349738,-1.0,0.01643390652075619,0.11299550075951129,56.02757542120488,0.01643390652075619
3,-1.0,0.012528431817911582,0.08328404700700898,24.213802402926767,0.012528431817911582,-1.0,0.010882814849202971,0.09030781572973522,44.223932933023235,0.010882814849202971
4,-1.0,0.008421620061366628,0.06757923108109659,19.356619147476568,0.008421620061366628,-1.0,0.0016792329893739108,0.03380776592035207,14.61812188505687,0.0016792329893739108
5,-1.0,0.0029529128551612706,0.03670116716439884,10.022211319773323,0.0029529128551612706,-1.0,0.0014152741471112498,0.028284681929253742,7.407071846890862,0.0014152741471112498
6,-1.0,0.0005446215581552195,0.015510583923389115,4.213752955259428,0.0005446215581552195,-1.0,0.0015865653820808622,0.03283143905446943,10.686205787972346,0.0015865653820808622
7,-1.0,0.0001493031450591316,0.0073041158388812664,2.1690044385419953,0.0001493031450591316,-1.0,0.00012216628991166067,0.006953260419968973,2.680905934531999,0.00012216628991166067
8,-1.0,9.011998404199574e-05,0.004803761253927965,1.4743002239692082,9.011998404199574e-05,-1.0,9.374826394253483e-05,0.0054083661391997355,2.239281407219173,9.374826394253483e-05
9,-1.0,8.227544368206203e-05,0.00429106168966197,1.3285682034963722,8.227544368206203e-05,-1.0,0.000100992463895503,0.005765914727664633,2.259795665876163,0.000100992463895503
10,-1.0,8.210351052036801e-05,0.004313818911546718,1.3226991385378062,8.210351052036801e-05,-1.0,9.050960831757638e-05,0.005349233304764331,2.240437289963439,9.050960831757638e-05
11,-1.0,0.00037903733856768423,0.010333054884242987,2.8586615426199775,0.00037903733856768423,-1.0,0.0007989747262563248,0.02283833222463727,7.366980558892367,0.0007989747262563248
12,-1.0,0.0018420315627043628,0.029583143529453994,7.882122910699756,0.0018420315627043628,-1.0,0.000357417852053832,0.014646642392835,5.000693166428326,0.000357417852053832
13,-1.0,0.0026515571029811598,0.0372613661083462,9.90160990489075,0.0026515571029811598,-1.0,0.0017566010759386501,0.03386591787473516,10.656608364958583,0.0017566010759386501
14,-1.0,0.0017589610798321343,0.025739629933513163,6.935327464829751,0.0017589610798321343,-0.99999999891843,0.00082094489584258,0.02424521888240534,9.266633277376076,0.00082094489584258
15,-1.0,0.00031956564428391713,0.010741380770537655,2.903525602140515,0.00031956564428391713,-1.0,0.00019660404585553388,0.010075828057603167,3.539214974866564,0.00019660404585553388
16,-1.0,9.30292678213571e-05,0.005157650591785073,1.4679720580234867,9.30292678213571e-05,-1.0,8.140715973391067e-05,0.004830746889549543,1.9027913685456057,8.140715973391067e-05
17,-1.0,7.658791663003411e-05,0.00407304086223569,1.1623099413191285,7.658791663003411e-05,-1.0,8.243823608556229e-05,0.004846195360000829,2.051598446951191,8.243823608556229e-05
18,-1.0,6.990610948685119e-05,0.003602962386343523,1.0546747945832526,6.990610948685119e-05,-1.0,8.68138128637005e-05,0.005083233207307898,1.9287184468402652,8.68138128637005e-05
19,-1.0,6.945122388148386e-05,0.003572158498630349,1.0448813928942218,6.945122388148386e-05,-1.0,8.993256348388234e-05,0.005238827955250255,1.8636218315148305,8.993256348388234e-05
20,-1.0,7.6188695363219e-05,0.004099326899689002,1.207293434309488,7.6188695363219e-05,-1.0,0.0002142981515800845,0.01059058646565588,3.468898055571688,0.0002142981515800845
21,-1.0,0.00034016493122556596,0.01109505341296714,2.9828792066552623,0.00034016493122556596,-0.99999999891843,0.00016062034199799277,0.008558505682128412,3.054248674347815,0.00016062034199799277
22,-1.0,0.0006990038476926189,0.017346213739630967,4.589350157282727,0.0006990038476926189,-1.0,0.001093735302947839,0.027552053210071255,8.26901217050447,0.001093735302947839
23,-1.0,0.0007432366756100848,0.017720352148057925,4.692580404996216,0.0007432366756100848,-1.0,8.733827597111767e-05,0.0052922380373076235,2.1896803877257005,8.733827597111767e-05
24,-1.0,0.00017053105107885908,0.006771256070777919,1.8719384539565773,0.00017053105107885908,-1.0,0.00020304747966350543,0.010093833031230518,3.3819400918764266,0.00020304747966350543
25,-1.0,7.325514445013869e-05,0.0039664397104593185,1.139391702758034,7.325514445013869e-05,-1.0,9.166755208880003e-05,0.005292551038532748,2.3878462877698077,9.166755208880003e-05
